"TypeId","DisplayName","Rarity","ResourceDirectory","DamageType","DamageTypeSource","MaxHitPoints","Attack","Defense","MagicResistance","AttackIntervalSeconds","EffectiveAttackIntervalSeconds","MoveSpeedMetresPerSecond","LifeDeduct","RawMedianDps","WinsorizedMedianDps","RawMedianTtdSeconds","WinsorizedMedianTtdSeconds","OutputReference","DefenseReference","PanelPower","PanelModelStatus","AbilityModelKind","OutputScenarioLow","OutputScenarioMain","OutputScenarioHigh","DefenseScenarioMain","EquivalentEntityContributionLow","EquivalentEntityContribution","EquivalentEntityContributionHigh","AbilityPowerMultiplier","ContinuousPower","AbilityEvidence","RiskFlags","ScenarioEventCount","ScenarioEventTimesSeconds","ScenarioAttackCount","ScenarioSpecialAttackCount","RarityMedianPower","IsotonicRarityMedianPower","CompressionAlpha","RarityBaseCost","WithinTierFactor","RawCostBeforeRounding","FinalBaseCost","R1InitialCost","R1CalibrationKappa","R1CalibratedRawCost","Elite1EntityCount","Elite1TotalPower","Elite1TotalCost","Elite1PowerPerCostRatio","Elite2ResourceDirectory","Elite2ResourceSource","Elite2PanelPower","Elite2ContinuousPowerPerBody","Elite2PanelPowerStatus","Elite2TotalPower","Elite2TotalCost","Elite2PowerPerCostRatio","Elite3ResourceDirectory","Elite3ResourceSource","Elite3PanelPower","Elite3ContinuousPowerPerBody","Elite3PanelPowerStatus","Elite3TotalPower","Elite3TotalCost","Elite3PowerPerCostRatio","EliteEfficiencyRisk"
"1043","宿主士兵","2","1043_zomsabr","Physical","Staging","2500","250","100","30","1.8","0.90","0.9","1","13.333333333333333333333333333","13.3333333333333","9.00","9","150","51.1","0.125122249417971","BaseOrdinaryCombat","SelfRegen20Seconds","1","1","1","2.28","0","0","0","1.50996688705415","0.1889304534548666025322601296","BONDS: natural HP recovery 160/s. Formula adds 160*20 effective HP over the fixed window.","Overheal and actual incoming-damage timing are not modeled.","0","",,,"0.2442674251888774683402701105","0.2442674251888774683402701105","0.430661245919345","6.99999999999999","0.857159903787912","6.0001193265153754284009621209","6",,,,"2","0.3778609069097332050645202592","12","0.0314884089091444337553766883","1043_zomsabr_2","Dedicated","0.181798413600476","0.2745095846556935915346777754","DedicatedPanelPower","0.8235287539670807746040333262","18","0.0457515974426155985891129626","1043_zomsabr_2","InheritedE2","0.181798413600476","0.2745095846556935915346777754","InheritedE2PanelPower","1.3725479232784679576733888770","30","0.0457515974426155985891129626","E2 dedicated variant efficiency differs from E0 by +45.29663145135619849388415611%; C0 is unchanged."
"1044","宿主拾荒者","4","1044_zomstr","Physical","Staging","6000","500","130","30","3.0","1.50","0.65","1","133.33333333333333333333333333","133.333333333333","21.00","21","150","51.1","0.604397885215499","BaseOrdinaryCombat","SelfRegen20Seconds","1","1","1","2.3333333333333333333333333333","0","0","0","1.52752523165195","0.9232330196237537960215135730","BONDS: natural HP recovery 400/s. Formula adds 400*20 effective HP over the fixed window.","Overheal and actual incoming-damage timing are not modeled.","0","",,,"3.444566138663685","3.444566138663685","0.430661245919345","21.8798151219188","0.75","16.409861341439100","16",,,,"2","1.8464660392475075920430271460","32","0.0577020637264846122513445983","1044_zomstr_2","Dedicated","1.18975842680573","1.8173860165162823167296256735","DedicatedPanelPower","5.4521580495488469501888770205","48","0.1135866260322676447956016046","1044_zomstr_2","InheritedE2","1.18975842680573","1.8173860165162823167296256735","InheritedE2PanelPower","9.086930082581411583648128368","80","0.1135866260322676447956016046","E2 dedicated variant efficiency differs from E0 by +96.85019685029503276464686962%; C0 is unchanged."
"1056","打手","2","1056_ganwar","Physical","Staging","3200","290","250","0","0.4","0.20","0.95","1","70","70","16.50","16.5","150","51.1","0.388181570282322","BaseOrdinaryCombat","None","1","1","1","1","0","0","0","1","0.388181570282322","No quantified ability scenario; base panel only.","","0","",,,"0.2442674251888774683402701105","0.2442674251888774683402701105","0.430661245919345","6.99999999999999","1.32038814007904","9.242716980553266796118599210","9",,,,"2","0.776363140564644","18","0.0431312855869246666666666667","1056_ganwar_2","Dedicated","1.19359018689271","1.19359018689271","DedicatedPanelPower","3.58077056067813","27","0.1326211318769677777777777778","1056_ganwar_2","InheritedE2","1.19359018689271","1.19359018689271","InheritedE2PanelPower","5.96795093446355","45","0.1326211318769677777777777778","E2 dedicated variant efficiency differs from E0 by +207.48244591432287963742466162%; C0 is unchanged."
"1058","欺凌者","4","1058_traink","Physical","Staging","16000","800","800","20","3.5","1.75","1.2","1","285.71428571428571428571428571","285.714285714286","694.20","694.2","150","51.1","5.08688831849951","BaseOrdinaryCombat","ExplicitRiskOnly","1","1","1","1","0","0","0","1","5.08688831849951","No quantified ability scenario; base panel only.","BONDS confirms block count +2, but the approved 20-second model has no confirmed conversion from added block slots to continuous power; numeric contribution is zero.","0","",,,"3.444566138663685","3.444566138663685","0.430661245919345","21.8798151219188","1.26354468405532","27.646124085413702992203748016","28",,,,"2","10.17377663699902","56","0.1816745828035539285714285714","1058_traink_2","Dedicated","6.52249857079335","6.52249857079335","DedicatedPanelPower","19.56749571238005","84","0.2329463775283339285714285714","1058_traink_2","InheritedE2","6.52249857079335","6.52249857079335","InheritedE2PanelPower","32.61249285396675","140","0.2329463775283339285714285714","E2 dedicated variant efficiency differs from E0 by +28.22177650476322889424711753%; C0 is unchanged."
"1061","宿主重装士兵","5","1061_zomshd","Physical","Staging","10000","600","800","0","2.6","1.30","0.75","1","230.76923076923076923076923077","230.769230769231","434.20","434.2","150","51.1","3.61557838319262","BaseOrdinaryCombat","SelfRegen20Seconds","1","1","1","1.8","0","0","0","1.34164078649987","4.8508074256784750526058149594","BONDS: natural HP recovery 400/s. Formula adds 400*20 effective HP over the fixed window.","Overheal and actual incoming-damage timing are not modeled.","0","",,,"3.90137157320436","3.90137157320436","0.430661245919345","23.0852726693106","1.13961466980014","26.308315390282595950813583484","26",,,,"2","9.701614851356950105211629919","52","0.1865695163722490404848390369","1061_zomshd_2","Dedicated","5.92660886670778","7.951380181206929165716297989","DedicatedPanelPower","23.854140543620787497148893967","78","0.3058223146618049679121653073","1061_zomshd_2","InheritedE2","5.92660886670778","7.951380181206929165716297989","InheritedE2PanelPower","39.756900906034645828581489945","130","0.3058223146618049679121653073","E2 dedicated variant efficiency differs from E0 by +63.91869401195166432087219128%; C0 is unchanged."
"1062","狂暴宿主士兵","5","1062_rager","Physical","Staging","20000","1000","200","30","1.3","0.65","1.2","1","1076.9230769230769230769230769","590.769230769231","84.00","84","150","51.1","2.54444165798622","BaseOrdinaryCombat","SelfDamage20Seconds","1","1","1","0.67","0","0","0","0.818535277187245","2.0827152578065238281325697639","BONDS: 330 source-less true self-damage per second. Output uptime and effective HP use min(20, HP/330).","External healing and encounter duration beyond 20 seconds are not modeled.","0","",,,"3.90137157320436","3.90137157320436","0.430661245919345","23.0852726693106","0.75","17.313954501982950","17",,,,"2","4.1654305156130476562651395278","34","0.1225126622239131663607393979","1062_rager_2","Dedicated","3.40015318743553","2.7831453317566361517731758148","DedicatedPanelPower","8.349435995269908455319527444","51","0.163714431279802126574892695","1062_rager_2","InheritedE2","3.40015318743553","2.7831453317566361517731758148","InheritedE2PanelPower","13.915726658783180758865879074","85","0.163714431279802126574892695","E2 dedicated variant efficiency differs from E0 by +33.6306209562123235591109025%; C0 is unchanged."
"1077","游击队猎犬","2","1077_sotihd","Physical","Staging","2900","350","150","20","1.4","0.70","1.9","1","71.428571428571428571428571429","71.4285714285714","11.25","11.25","150","51.1","0.323784581365446","BaseOrdinaryCombat","None","1","1","1","1","0","0","0","1","0.323784581365446","No quantified ability scenario; base panel only.","","0","",,,"0.2442674251888774683402701105","0.2442674251888774683402701105","0.430661245919345","6.99999999999999","1.18422538276142","8.289577679329928157746172386","8",,,,"2","0.647569162730892","16","0.04047307267068075","1077_sotihd_2","Dedicated","0.56453770785944","0.56453770785944","DedicatedPanelPower","1.69361312357832","24","0.07056721348243","1077_sotihd_2","InheritedE2","0.56453770785944","0.56453770785944","InheritedE2PanelPower","2.82268853929720","40","0.07056721348243","E2 dedicated variant efficiency differs from E0 by +74.35595774162671652098678212%; C0 is unchanged."
"1078","游击队战士","2","1078_sotisc","Physical","Staging","3300","300","300","20","2.0","1.00","1.1","1","15","15","22.00","22","150","51.1","0.207491777122337","BaseOrdinaryCombat","ExplicitRiskOnly","1","1","1","1","0","0","0","1","0.207491777122337","No quantified ability scenario; base panel only.","BONDS confirms tactical command grants move speed +30%, but route length and tactical-command uptime are not confirmed; numeric contribution is zero.","0","",,,"0.2442674251888774683402701105","0.2442674251888774683402701105","0.430661245919345","6.99999999999999","0.906736715448428","6.3471570081389869326328455157","6",,,,"2","0.414983554244674","12","0.0345819628537228333333333333","1078_sotisc_2","Dedicated","0.375366748253913","0.375366748253913","DedicatedPanelPower","1.126100244761739","18","0.0625611247089855","1078_sotisc_2","InheritedE2","0.375366748253913","0.375366748253913","InheritedE2PanelPower","1.876833741269565","30","0.0625611247089855","E2 dedicated variant efficiency differs from E0 by +80.90680674665822531865478566%; C0 is unchanged."
"1080","游击队传令兵","5","1080_sotidp","Physical","Staging","7000","300","120","50","2.7","1.35","1.0","1","11.111111111111111111111111111","13.1304347826087","24.75","24.75","150","51.1","0.205906983119244","BaseOrdinaryCombat","GlobalSupportAura20Seconds","1","1","1","1","0.227322380110092","0.681967140330276","1.136611900550460","1","0.887874123449520","BONDS: while present, all allied units globally gain ATK +10%, DEF +100 and tactical command. The approved sensitivity uses 1/3/5 effective recipients; main uses 3.","Self-inclusion, actual recipients and uptime, stacking from multiple 1080 or elite entities, and the tactical-command conditional bonuses of 1078/1083 are not confirmed; the conditional bonuses are not priced a second time. | BONDS tactical command conditionally activates the separate 1078 move-speed and 1083 ATK bonuses, but self-inclusion, actual uptime, formation membership, and stacking from multiple 1080 or elite entities are not confirmed; this synergy is risk-only and is not double-priced.","0","",,,"3.90137157320436","3.90137157320436","0.430661245919345","23.0852726693106","0.75","17.313954501982950","17",,,,"2","1.775748246899040","34","0.0522278896146776470588235294","1080_sotidp_2","Dedicated","0.465817884338786","1.147785024669062","DedicatedPanelPower","3.443355074007186","51","0.0675167661570036470588235294","1080_sotidp_2","InheritedE2","0.465817884338786","1.147785024669062","InheritedE2PanelPower","5.738925123345310","85","0.0675167661570036470588235294","E2 dedicated variant efficiency differs from E0 by +29.27339522068177605892353283%; C0 is unchanged."
"1081","游击队盾卫","4","1081_sotisd","Physical","Staging","15000","700","1300","60","3.8","1.90","0.7","1","210.52631578947368421052631579","210.526315789474","662.25","662.25","150","51.1","4.26489259989745","BaseOrdinaryCombat","ExplicitRiskOnly","1","1","1","1","0","0","0","1","4.26489259989745","No quantified ability scenario; base panel only.","BONDS confirms block count +2, but blocked-target demand and uptime are not confirmed; numeric contribution is zero.","0","",,,"3.444566138663685","3.444566138663685","0.430661245919345","21.8798151219188","1.13674785307779","24.871832865580159958670463452","25",,,,"2","8.52978519979490","50","0.170595703995898","1081_sotisd_2","Dedicated","5.29044493738732","5.29044493738732","DedicatedPanelPower","15.87133481216196","75","0.2116177974954928","1081_sotisd_2","InheritedE2","5.29044493738732","5.29044493738732","InheritedE2PanelPower","26.45222468693660","125","0.2116177974954928","E2 dedicated variant efficiency differs from E0 by +24.04638132070499416666161702%; C0 is unchanged."
"1083","游击队突袭战士","3","1083_sotiab","Physical","Staging","3800","360","550","20","1.9","0.95","1.0","1","63.157894736842105263157894737","63.1578947368421","119.00","119","150","51.1","0.990218928113783","BaseOrdinaryCombat","ExplicitRiskOnly","1","1","1","1","0","0","0","1","0.990218928113783","No quantified ability scenario; base panel only.","BONDS confirms tactical command grants ATK +50%, but tactical-command uptime is not confirmed; numeric contribution is zero.","0","",,,"0.8952517621759425","0.8952517621759425","0.430661245919345","12.246874749021","1.06235978767885","13.01058725809941894189990585","13",,,,"2","1.980437856227566","26","0.0761706867779833076923076923","1083_sotiab_2","Dedicated","1.67151764257619","1.67151764257619","DedicatedPanelPower","5.01455292772857","39","0.1285782801981684615384615385","1083_sotiab_2","InheritedE2","1.67151764257619","1.67151764257619","InheritedE2PanelPower","8.35758821288095","65","0.1285782801981684615384615385","E2 dedicated variant efficiency differs from E0 by +68.8028369403297316130665422%; C0 is unchanged."
"1086","莱塔尼亚叛兵","1","1086_ltsodr","Magic","Staging","3000","130","130","20","2.0","1.00","1.1","1","104","104","11.00","11","150","51.1","0.386328664379269","BaseOrdinaryCombat","None","1","1","1","1","0","0","0","1","0.386328664379269","No quantified ability scenario; base panel only.","","0","",,,"0.152257338591281","0.152257338591281","0.430661245919345","5.71069212182798","1.35","7.7094343644677730","4","8","0.49","3.92","2","0.772657328758538","8","0.09658216609481725","1086_ltsodr_2","Dedicated","0.534376019242342","0.534376019242342","DedicatedPanelPower","1.603128057727026","12","0.1335940048105855","1086_ltsodr_2","InheritedE2","0.534376019242342","0.534376019242342","InheritedE2PanelPower","2.671880096211710","20","0.1335940048105855","E2 dedicated variant efficiency differs from E0 by +38.32160761380393509170263209%; C0 is unchanged."
"1087","冬灵猎犬","1","1087_ltwolf","Physical","Staging","2800","300","0","20","1.4","0.70","1.9","1","21.428571428571428571428571429","21.4285714285714","7.60","7.795","150","51.1","0.147621151848311","BaseOrdinaryCombat","None","1","1","1","1","0","0","0","1","0.147621151848311","No quantified ability scenario; base panel only.","","0","",,,"0.152257338591281","0.152257338591281","0.430661245919345","5.71069212182798","0.981617321500144","5.6057143045407557510211132291","3","6","0.49","2.94","2","0.295242303696622","6","0.0492070506161036666666666667","1087_ltwolf_2","Dedicated","0.33272706024199","0.33272706024199","DedicatedPanelPower","0.99818118072597","9","0.1109090200806633333333333333","1087_ltwolf_2","InheritedE2","0.33272706024199","0.33272706024199","InheritedE2PanelPower","1.66363530120995","15","0.1109090200806633333333333333","E2 dedicated variant efficiency differs from E0 by +125.39253763843116900914027255%; C0 is unchanged."
"1089","冬灵血巫","5","1089_ltlntc","Magic","Staging","20000","500","300","50","1.3","0.65","1.5","1","615.38461538461538461538461538","590.769230769231","150.00","150","150","51.1","3.40015318743553","BaseOrdinaryCombat","SelfDamageDeathBurst20Seconds","1","1","1","0.2","0","0","0","0.447213595499958","1.5205947322036859893142427077","BONDS: 800 source-less true self-damage/s and 200% ATK magic death splash, radius 1.5, delay 1.3 seconds. Death time is HP/800 and the burst contributes only if death time + 1.3 is within 20 seconds; AoE sensitivity is 1/2/3.","External damage/healing can change death time and whether the burst occurs in-window.","0","",,,"3.90137157320436","3.90137157320436","0.430661245919345","23.0852726693106","0.75","17.313954501982950","17",,,,"2","3.0411894644073719786284854154","34","0.0894467489531579993714260416","1089_ltlntc_2","Dedicated","4.16432017825743","1.8623405997315312934420781879","DedicatedPanelPower","5.5870217991945938803262345637","51","0.109549447043031252555416364","1089_ltlntc_2","InheritedE2","4.16432017825743","1.8623405997315312934420781879","InheritedE2PanelPower","9.311702998657656467210390940","85","0.109549447043031252555416364","E2 dedicated variant efficiency differs from E0 by +22.4744871391589118470744122%; C0 is unchanged."
"1092","泥岩巨像","5","1092_mdgint","Physical","Staging","100000","3000","700","30","7.0","3.50","0.4","1","771.42857142857142857142857143","590.769230769231","4118.10","815.23","150","51.1","7.92670928926726","BaseOrdinaryCombat","None","1","1","1","1","0","0","0","1","7.92670928926726","No quantified ability scenario; base panel only.","","0","",,,"3.90137157320436","3.90137157320436","0.430661245919345","23.0852726693106","1.35","31.165118103569310","31",,,,"2","15.85341857853452","62","0.2557002996537825806451612903","1092_mdgint_2","Dedicated","7.92670928926726","7.92670928926726","DedicatedPanelPower","23.78012786780178","93","0.2557002996537825806451612903","1092_mdgint_2","InheritedE2","7.92670928926726","7.92670928926726","InheritedE2PanelPower","39.63354644633630","155","0.2557002996537825806451612903",""
"1095","提亚卡乌好战者","4","1095_ccripr","Physical","Staging","5500","320","380","10","1.0","0.50","0.8","1","40","40","50.00","50","150","51.1","0.510809444238797","BaseOrdinaryCombat","ExplicitRiskOnly","1","1","1","1","0","0","0","1","0.510809444238797","No quantified ability scenario; base panel only.","BONDS confirms each attack reduces the current target DEF by 10 with unlimited stacking, but target switching and stack persistence scenarios are not confirmed; numeric contribution is zero.","0","",,,"3.444566138663685","3.444566138663685","0.430661245919345","21.8798151219188","0.75","16.409861341439100","16",,,,"2","1.021618888477594","32","0.0319255902649248125","1095_ccripr_2","Dedicated","1.18334458802288","1.18334458802288","DedicatedPanelPower","3.55003376406864","48","0.07395903675143","1095_ccripr_2","InheritedE2","1.18334458802288","1.18334458802288","InheritedE2PanelPower","5.91672294011440","80","0.07395903675143","E2 dedicated variant efficiency differs from E0 by +131.66067138525364980373304176%; C0 is unchanged."
"1107","感染者纠察官","2","1107_uoffcr","Physical","Staging","3300","330","150","20","2.0","1.00","1.1","1","30","30","12.75","12.75","150","51.1","0.223387897259182","BaseOrdinaryCombat","None","1","1","1","1","0","0","0","1","0.223387897259182","No quantified ability scenario; base panel only.","","0","",,,"0.2442674251888774683402701105","0.2442674251888774683402701105","0.430661245919345","6.99999999999999","0.947799447841884","6.6345961348931785220055215812","7",,,,"2","0.446775794518364","14","0.0319125567513117142857142857","1107_uoffcr_2","Dedicated","0.453298413911625","0.453298413911625","DedicatedPanelPower","1.359895241734875","21","0.0647569162730892857142857143","1107_uoffcr_2","InheritedE2","0.453298413911625","0.453298413911625","InheritedE2PanelPower","2.266492069558125","35","0.0647569162730892857142857143","E2 dedicated variant efficiency differs from E0 by +102.91986247835675807957733161%; C0 is unchanged."
